#      M_B           <[Fe/H]>_LB
# data extracted form f18.eps in Nagashima&al(2004): galform with
# dynamical response to supernova induced gas removal
# x-axis: MB, y-axis: <[Fe/H]>_LB
     -22.107879       0.091000
     -20.215152       0.091000
     -19.146061       0.052750
     -20.095152       0.254125
     -21.104242       0.237625
     -19.806061       0.166750
     -19.544242       0.208000
     -19.991515       0.197875
     -20.046061       0.266875
     -19.702424       0.211375
     -20.395152       0.244375
     -19.364242       0.304750
     -21.666061       0.235000
     -20.776970       0.071875
     -20.051515       0.218125
     -19.735152       0.152875
     -20.536970       0.211375
     -21.033333       0.177625
     -19.511515       0.163375
     -19.724242      -0.011375
     -19.593333       0.075625
     -19.413333       0.013375
     -19.315152       0.194500
     -20.826061       0.134875
     -19.746061       0.001000
     -20.236970       0.254125
     -19.375152       0.224875
     -19.942424       0.170125
     -20.155152       0.191125
     -20.706061       0.174250
     -19.555152       0.060625
     -19.713333       0.221500
     -19.424242       0.247375
     -19.784242       0.191125
     -20.302424       0.279250
     -20.002424       0.142000
     -21.704242       0.343375
     -20.526061       0.064375
     -19.151515      -0.028250
     -20.346061       0.224875
     -20.275152       0.040750
     -19.811515      -0.236375
     -19.871515       0.235000
     -20.842424       0.273250
     -20.853333       0.273250
     -20.716970       0.138625
     -20.204242       0.224875
     -21.393333       0.231625
     -18.933333      -0.011375
     -18.873333       0.037000
     -18.262424      -0.590375
     -18.573333       0.134875
     -17.984242       0.040750
     -18.660606       0.181000
     -18.360606       0.194500
     -17.984242       0.204625
     -18.284242       0.120250
     -18.895152       0.181000
     -17.204242      -0.084125
     -18.873333       0.166750
     -17.929697      -0.028250
     -17.351515       0.017125
     -18.104242       0.224875
     -17.880606       0.142000
     -18.202424      -0.407375
     -18.715152       0.113500
     -17.662424       0.166750
     -13.086061      -0.820250
     -13.287879      -1.251125
     -14.089697      -1.013750
     -16.800606      -0.210500
     -16.762424       0.094750
     -16.489697      -0.262250
     -15.207879       0.025000
     -16.980606      -0.246500
     -15.987879      -0.267500
     -15.442424      -0.469250
     -15.387879      -0.488375
     -15.191515      -0.413750
     -14.187879      -0.360875
     -15.889697       0.194500
     -16.980606       0.116875
     -15.889697      -0.735500
     -10.484242      -1.439000
      -8.984242      -1.961000
      -7.282424      -1.708625
